PROM_ACT	D_EDAD	D_FINCON	PORC_DES	HIST_P	D_DURAC	TPROM4_2	MMODELO	TDEUDA	REGION_3	ADQUISI1	REST_AG1	RTIP_CTA	RESTADO	
10	546	184	0	1	3	1	1	1	2	1	2	3	0	
2	536	194	0	1	3	3	1	1	2	1	2	1	0	
10	526	204	0	7	3	1	3	2	2	1	2	3	0	
164	520	210	0	6	3	2	3	3	2	1	2	3	1	
23	236	494	0	4	3	3	1	2	2	1	2	3	1	
115	186	544	0	3	3	2	1	3	2	2	1	1	1	
32	320	410	0	2	3	1	1	2	2	1	1	3	0	
126	568	162	0	1	3	1	1	1	2	3	2	1	0	
93	186	544	0	1	3	2	3	2	2	2	1	3	0	
246	161	569	0	2	3	2	2	2	2	2	1	1	1	
37	176	554	0	2	3	1	1	2	2	2	3	3	0	
68	510	220	0	3	3	1	1	2	2	1	2	1	0	
75	734	726	0	1	3	1	2	1	2	2	2	3	0	
231	465	265	0	7	3	2	2	1	2	2	2	3	1	
257	453	277	0	3	3	1	1	1	2	2	2	3	1	
39	713	17	0	1	3	1	2	1	2	2	2	3	0	
19	704	26	1	1	3	1	1	1	2	2	2	3	0	
286	624	106	0	3	3	1	2	2	2	3	2	3	0	
150	600	130	0	1	3	1	2	1	2	2	2	1	0	
28	452	278	0	2	3	2	1	2	2	1	2	1	1	
149	540	190	0	1	3	2	2	1	2	1	2	3	0	
115	526	204	0	2	3	2	3	2	2	1	2	3	0	
21	525	205	0	1	3	1	3	1	2	1	2	3	0	
74	525	205	0	1	3	2	2	1	2	1	2	1	0	
35	480	250	0	4	3	2	2	3	2	1	2	3	1	
63	443	287	0	1	3	1	1	1	2	1	2	1	0	
10	337	393	0	1	3	3	1	1	2	1	3	1	0	
1047	185	545	0	7	3	3	1	3	2	3	3	1	1	
85	710	20	0	1	3	1	1	1	2	2	1	3	0	
558	165	565	0	7	3	2	1	3	2	3	2	3	1	
2	159	571	1	7	3	3	1	3	2	3	2	3	1	
130	539	191	1	4	3	3	2	3	2	3	1	3	1	
47	366	364	0	4	3	2	1	1	2	2	2	3	1	
699	157	573	0	7	3	3	3	3	2	3	2	3	1	
21	691	39	0	1	3	2	2	1	2	2	2	3	0	
6	250	480	1	7	3	3	2	3	2	3	2	3	1	
116	176	554	0	7	3	2	2	3	2	3	2	3	1	
10	677	53	0	1	3	3	2	1	2	2	2	3	0	
165	633	463	1	2	2	3	2	2	2	3	2	3	1	
245	146	584	0	3	3	1	1	3	2	2	2	1	1	
0	631	99	3	1	3	3	1	1	2	3	2	1	0	
184	292	256	0	5	2	2	2	3	2	3	2	3	1	
871	131	599	1	6	3	2	1	1	2	2	2	1	1	
333	588	508	0	2	2	1	2	1	2	3	2	1	0	
230	555	175	0	1	3	1	2	1	2	1	2	3	0	
19	554	176	0	1	3	2	3	1	2	3	2	1	0	
82	543	187	0	1	3	1	1	1	2	1	2	3	0	
94	530	200	0	1	3	2	1	1	2	1	2	1	0	
25	240	490	0	4	3	3	1	3	2	1	3	1	1	
15	240	490	0	5	3	3	1	2	2	1	2	1	1	
17	239	491	1	5	3	3	3	2	2	3	2	1	1	
9	584	146	0	1	3	3	1	1	2	1	2	3	1	
636	188	542	0	6	3	3	1	3	2	3	2	3	1	
129	582	148	0	2	3	2	1	1	2	1	2	3	0	
278	127	603	0	1	3	1	2	1	2	3	2	3	1	
81	568	162	0	2	3	1	2	2	2	1	2	3	0	
145	568	162	0	1	3	2	2	1	2	1	2	3	0	
22	564	166	0	1	3	1	3	2	2	3	2	3	0	
7	562	168	0	1	3	2	2	1	2	1	2	3	0	
68	204	526	0	5	3	2	3	2	2	3	2	3	1	
73	492	238	0	1	3	2	1	1	2	1	2	1	0	
162	426	304	0	5	3	3	2	3	2	1	3	1	1	
30	475	255	0	1	3	1	2	1	2	1	3	3	0	
67	470	260	1	1	3	2	1	1	2	2	2	3	0	
113	429	301	0	4	3	3	1	3	2	2	1	1	0	
54	416	314	0	4	3	2	2	2	2	2	2	3	0	
2	175	555	3	4	3	3	1	3	2	3	3	3	1	
86	365	365	0	2	3	1	2	2	2	2	1	3	0	
41	346	384	0	3	3	1	1	2	2	1	1	3	0	
221	331	399	0	1	3	1	1	1	2	1	1	3	0	
21	303	427	0	4	3	2	1	3	2	1	1	3	1	
2	316	414	0	2	3	1	1	1	2	1	1	1	0	
42	288	442	0	1	3	1	3	1	2	3	1	3	0	
47	136	594	0	1	3	1	3	1	2	2	1	3	0	
73	212	518	1	1	3	1	3	1	2	2	1	1	0	
163	202	528	0	1	3	1	1	1	2	2	1	3	0	
118	535	195	0	2	3	1	1	2	2	1	2	3	0	
15	721	9	0	1	3	2	1	1	2	3	2	1	0	
31	687	43	1	1	3	2	2	2	2	2	2	3	0	
0	378	352	0	6	3	3	1	3	2	3	2	3	1	
19	420	310	0	1	3	1	2	1	2	3	2	3	1	
75	648	448	0	3	2	1	3	1	2	3	2	1	0	
25	639	91	0	2	3	2	1	1	2	2	2	3	0	
9	618	112	0	1	3	1	3	1	2	3	2	3	0	
138	298	250	0	3	2	1	3	2	2	3	2	1	1	
78	589	141	0	1	3	1	1	1	2	1	2	3	0	
13	296	434	0	4	3	3	1	1	2	3	2	3	1	
77	243	487	0	6	3	3	2	3	2	3	2	3	1	
203	564	166	0	1	3	2	1	1	2	1	2	4	0	
9	560	170	0	1	3	1	2	1	2	1	2	3	0	
54	301	429	0	5	3	1	2	3	2	3	2	1	1	
72	529	201	0	4	3	2	2	1	2	1	2	1	0	
36	505	225	0	1	3	1	2	1	2	1	2	1	0	
55	242	488	0	2	3	2	2	2	2	1	3	1	1	
77	413	317	0	1	3	1	2	1	2	1	1	1	0	
123	386	344	0	5	3	1	2	2	2	3	3	3	0	
0	237	493	1	4	3	3	1	1	2	1	1	3	1	
17	205	525	0	1	3	1	1	1	2	2	2	1	0	
802	190	540	0	3	3	1	1	1	2	2	1	1	0	
361	674	56	0	3	1	2	2	3	2	3	2	3	1	
331	751	709	0	3	3	3	2	1	2	3	2	1	1	
165	681	49	0	1	3	1	2	1	2	2	2	1	0	
18	242	488	0	7	3	3	2	2	2	3	2	1	1	
79	675	55	0	1	1	1	2	1	2	2	2	1	0	
8	659	71	1	1	3	1	3	1	2	3	2	1	0	
63	658	72	1	1	3	1	3	1	2	3	2	1	0	
12	481	67	2	4	2	3	1	2	2	3	2	1	1	
118	626	104	0	1	3	2	2	1	2	3	2	1	0	
515	157	391	0	7	2	1	3	3	2	3	2	1	1	
92	412	318	0	5	3	2	2	3	2	2	2	3	1	
0	585	145	0	5	3	3	3	1	2	3	2	3	0	
181	581	149	0	1	3	2	1	1	2	3	2	3	0	
61	578	152	0	1	3	1	1	1	2	3	2	3	0	
84	574	156	0	1	3	3	1	2	2	1	1	3	0	
92	574	156	0	1	3	1	1	1	2	3	2	3	0	
52	178	552	1	6	3	1	3	3	2	3	2	3	1	
19	571	159	0	1	3	2	2	1	2	1	2	3	0	
3	570	160	0	1	3	1	1	1	2	3	2	3	1	
73	567	163	0	1	3	1	1	1	2	1	1	1	0	
195	567	163	0	1	3	2	2	1	2	3	2	3	0	
11	561	169	0	1	3	2	2	1	2	1	2	3	0	
2	560	170	0	1	3	3	2	1	2	3	2	3	0	
94	557	173	0	3	3	1	2	2	2	3	2	1	0	
104	298	432	0	1	3	3	1	1	2	3	2	1	1	
54	552	178	0	1	3	1	2	1	2	1	2	3	0	
454	371	359	0	3	3	1	1	1	2	3	2	3	1	
240	541	189	0	1	3	1	1	1	2	3	2	3	0	
208	526	204	0	1	3	1	1	1	2	1	2	3	0	
66	523	207	0	1	3	1	1	1	2	3	2	3	0	
1017	197	533	0	4	3	1	1	1	2	1	2	1	1	
36	512	218	0	1	3	1	3	1	2	1	2	3	0	
39	511	219	0	3	3	2	1	2	2	1	2	3	0	
118	142	588	0	5	3	3	3	3	2	1	2	1	1	
51	402	328	0	7	3	3	3	1	2	1	2	3	1	
54	215	515	0	5	3	3	1	2	2	3	2	1	1	
20	425	305	0	2	3	1	1	2	2	1	2	3	1	
52	501	229	0	1	3	3	1	1	2	1	1	3	0	
69	497	233	0	1	3	2	2	1	2	1	2	3	0	
1	493	237	0	1	3	1	1	1	2	3	2	3	0	
35	493	237	0	1	3	2	2	1	2	1	3	3	0	
353	342	388	0	2	3	2	2	3	2	1	2	1	1	
40	485	245	0	1	3	1	1	1	2	1	2	1	0	
899	148	582	1	5	3	2	1	3	2	2	3	3	1	
0	201	529	1	4	3	3	2	1	2	2	3	3	1	
236	345	20	0	1	1	2	2	1	2	3	3	4	1	
165	296	434	0	1	3	2	1	1	2	1	2	3	0	
38	133	597	0	1	3	2	1	1	2	1	3	3	1	
83	224	506	0	2	3	2	2	2	2	3	2	3	0	
51	224	506	0	1	3	1	1	1	2	3	2	3	1	
7	197	533	0	1	3	1	1	1	2	1	3	3	0	
98	148	582	0	2	3	1	2	1	2	3	1	3	0	
56	716	14	0	1	3	1	2	1	2	2	2	1	1	
53	234	496	0	7	3	2	1	2	2	2	2	3	1	
382	413	317	0	7	3	1	2	1	2	3	1	3	1	
34	435	295	2	3	3	3	2	1	2	2	2	1	1	
35	161	569	0	2	3	1	1	1	2	2	1	3	0	
33	595	135	0	3	3	2	2	1	2	2	2	1	1	
59	557	173	0	1	3	2	2	2	2	3	2	3	0	
96	535	195	0	1	3	2	1	1	2	3	1	3	0	
40	243	487	0	5	3	3	2	3	2	3	2	1	1	
507	199	531	0	5	3	2	1	1	2	1	2	3	1	
141	458	272	0	1	3	2	1	1	2	1	2	1	0	
95	438	292	0	2	3	1	1	2	2	2	2	1	0	
14	172	558	2	5	3	3	2	3	2	3	2	3	1	
110	407	323	0	1	3	1	1	1	2	1	2	1	0	
50	322	408	0	2	3	1	1	2	2	1	1	1	0	
38	284	446	0	2	3	1	1	2	2	2	1	3	0	
3	280	450	1	1	3	1	1	1	2	1	1	3	1	
174	236	494	0	3	3	3	2	3	2	2	1	3	1	
256	202	528	0	4	3	2	2	3	2	3	3	3	0	
35	136	594	0	3	3	3	2	3	2	3	1	3	1	
184	165	565	0	1	3	2	1	1	2	2	1	3	0	
36	164	566	0	1	3	1	1	2	2	2	3	3	0	
236	164	566	0	1	3	1	1	1	2	2	3	3	0	
116	160	570	0	1	3	1	1	1	2	2	3	3	0	
93	158	572	0	1	3	2	3	1	2	3	1	3	1	
286	157	573	0	1	3	1	1	1	2	1	2	3	0	
19	157	573	0	2	3	1	2	1	2	3	3	3	0	
209	151	579	0	3	3	1	1	1	2	1	2	3	1	
158	128	602	0	2	3	1	1	1	2	3	1	3	0	
165	576	154	0	2	3	1	1	1	2	3	2	3	0	
25	258	472	0	1	3	1	2	1	2	1	2	1	1	
196	179	369	0	6	2	3	2	3	2	2	2	3	1	
67	364	366	0	4	3	2	3	1	2	3	2	4	1	
31	574	156	0	1	3	1	3	1	2	1	1	3	0	
46	126	604	0	1	3	2	1	1	2	1	3	3	0	
173	570	160	0	1	3	2	2	1	2	1	2	3	0	
64	570	160	0	1	3	1	1	1	2	1	2	3	0	
54	282	448	0	1	3	1	2	1	2	1	1	3	1	
50	569	161	0	3	3	2	2	1	2	2	3	1	0	
137	201	529	0	7	3	3	2	3	2	1	1	3	1	
10	173	557	0	6	3	1	2	3	2	1	3	3	1	
81	568	162	0	1	3	1	2	1	2	1	1	3	0	
485	244	486	0	5	3	2	2	3	2	3	2	3	1	
329	199	531	0	6	3	3	1	3	2	3	2	3	1	
28	567	163	0	1	3	1	1	1	2	1	1	3	0	
33	310	420	0	1	3	2	1	1	2	1	1	3	1	
44	567	163	0	1	3	1	1	1	2	3	2	3	0	
725	172	558	0	7	3	1	1	3	2	1	2	3	1	
14	566	164	0	6	3	2	1	3	2	1	1	2	0	
20	563	167	0	1	3	2	3	1	2	3	2	3	0	
1635	168	562	0	6	3	1	2	3	2	3	2	3	1	
56	302	428	0	7	3	1	2	2	2	1	2	3	1	
42	561	169	0	1	3	1	1	1	2	1	2	3	0	
148	561	169	0	1	3	3	2	2	2	1	2	3	0	
120	560	170	0	1	3	1	1	1	2	1	2	3	0	
167	298	67	0	5	1	3	1	2	2	2	2	3	1	
2	558	172	0	1	3	3	2	1	2	1	2	3	0	
38	557	173	0	1	3	2	2	1	2	1	2	3	0	
63	556	174	0	3	3	2	1	1	2	1	2	3	0	
101	555	175	0	2	3	1	2	1	2	1	2	3	0	
38	555	175	0	1	3	1	1	1	2	1	2	3	0	
38	554	176	0	1	3	2	1	1	2	1	2	3	0	
194	553	177	0	2	3	1	2	1	2	1	2	3	0	
345	551	179	0	2	3	1	2	2	2	1	2	3	1	
23	549	181	0	2	3	2	1	2	2	1	2	1	0	
59	548	182	0	1	3	1	1	1	2	3	2	1	1	
268	523	207	0	1	3	1	2	1	2	3	2	1	1	
17	545	185	0	2	3	3	2	2	2	3	2	3	0	
185	545	185	0	2	3	1	2	2	2	1	1	3	0	
30	543	187	0	1	3	3	1	1	2	1	2	3	0	
154	685	45	0	4	3	3	1	3	2	3	2	1	1	
16	254	476	0	6	3	3	1	2	2	1	3	3	1	
195	218	512	0	6	3	2	1	3	2	1	3	3	1	
4121	171	559	0	7	3	1	3	3	2	3	1	3	1	
361	146	584	0	6	3	1	2	3	2	2	3	3	1	
15	526	204	0	1	3	3	2	2	2	3	3	3	1	
45	305	425	0	2	3	2	2	1	2	1	2	1	1	
600	172	558	0	6	3	3	1	3	2	1	2	3	1	
235	539	191	0	2	3	1	1	1	2	3	2	3	0	
70	539	191	0	1	3	1	2	1	2	1	3	3	0	
79	161	569	0	1	3	1	1	1	2	1	1	3	1	
77	160	570	0	2	3	1	1	1	2	2	3	3	0	
114	160	570	0	1	3	1	1	1	2	2	3	3	0	
133	190	540	0	1	3	1	1	1	2	2	1	3	0	
40	190	540	0	1	3	2	1	2	2	2	3	3	0	
4	190	540	0	1	3	2	1	1	2	1	1	3	0	
20	190	540	0	1	3	1	1	1	2	2	1	3	0	
210	142	588	0	1	3	1	3	1	2	2	1	3	1	
76	534	196	0	1	3	2	2	1	2	1	2	3	0	
77	274	456	0	2	3	2	2	1	2	3	2	3	1	
72	302	428	0	5	3	1	2	3	2	2	3	3	1	
343	533	197	0	1	3	1	1	1	2	1	2	1	0	
407	530	200	0	1	3	2	2	1	2	1	2	1	0	
7	530	200	0	1	3	3	1	1	2	3	2	1	0	
381	529	201	0	1	3	1	2	1	2	3	2	1	0	
135	528	202	0	1	3	1	3	1	2	1	1	3	0	
77	527	203	0	1	3	2	3	1	2	1	2	3	0	
85	525	205	0	1	3	1	3	1	2	1	2	3	0	
103	525	205	0	1	3	1	1	1	2	1	2	1	0	
0	525	205	0	1	3	3	2	1	2	1	2	3	0	
10	236	494	0	5	3	3	3	2	2	1	3	3	1	
110	236	494	0	4	3	1	3	3	2	1	3	3	1	
32	525	205	0	1	3	1	1	2	2	3	3	3	0	
651	154	576	0	5	3	3	2	3	2	2	3	1	1	
684	427	303	0	6	3	3	3	3	2	1	3	3	1	
474	151	579	0	5	3	3	2	3	2	1	2	3	1	
38	518	212	0	4	3	1	2	2	2	1	3	3	0	
669	229	501	0	5	3	3	3	3	2	1	2	3	1	
167	512	218	0	5	3	2	3	3	2	1	3	3	1	
41	512	218	0	2	3	1	3	2	2	1	2	3	0	
157	512	218	0	1	3	1	3	1	2	1	2	3	0	
123	512	218	0	1	3	1	3	1	2	1	2	1	0	
83	508	222	0	3	3	2	2	2	2	1	1	3	0	
268	219	511	0	5	3	3	2	2	2	1	2	3	1	
31	322	408	0	1	3	3	1	1	2	1	2	3	1	
204	218	512	0	6	3	1	2	3	2	1	2	3	1	
64	273	457	0	4	3	3	3	3	2	1	2	3	1	
37	504	226	0	1	3	1	3	1	2	1	2	3	0	
86	504	226	0	1	3	2	1	1	2	1	1	3	0	
7	503	227	0	1	3	1	2	1	2	1	2	1	0	
846	501	47	0	3	2	1	2	3	2	3	2	4	0	
542	211	519	0	4	3	2	2	1	2	1	2	3	1	
55	494	236	0	1	3	2	2	1	2	1	2	3	0	
133	494	236	0	1	3	1	2	1	2	1	2	3	0	
255	492	238	0	4	3	1	1	2	2	3	2	3	0	
172	492	238	0	1	3	2	1	2	2	1	2	3	0	
65	202	528	0	5	3	2	2	2	2	1	2	3	1	
71	491	239	0	1	3	1	1	1	2	1	2	1	0	
316	491	239	0	1	3	2	2	1	2	1	2	1	0	
369	195	535	0	1	3	2	1	1	2	1	2	1	1	
11	487	243	0	1	3	1	1	1	2	1	2	3	1	
168	485	245	0	1	3	2	1	2	2	1	3	3	0	
155	334	396	0	3	3	1	2	3	2	1	2	3	1	
460	481	249	0	4	3	1	2	3	2	1	2	1	0	
97	477	253	0	1	3	2	2	2	2	1	2	3	0	
44	476	254	0	1	3	1	1	1	2	1	2	3	0	
206	475	255	0	3	3	1	1	1	2	2	2	3	0	
338	471	259	0	5	3	1	2	3	2	1	1	3	0	
2490	182	548	0	5	3	3	2	3	2	1	1	3	1	
89	469	261	0	2	3	2	3	1	2	1	3	1	0	
47	466	264	0	1	3	1	2	1	2	1	1	3	0	
78	465	265	0	2	3	1	1	1	2	1	1	3	0	
10	415	315	0	1	3	2	2	1	2	1	2	3	1	
145	308	422	0	1	3	2	2	1	2	1	3	1	1	
92	459	271	0	2	3	2	2	2	2	1	2	3	0	
213	395	335	0	4	3	3	2	3	2	1	2	1	1	
52	286	444	0	1	3	3	1	1	2	1	2	1	1	
201	419	311	0	6	3	1	2	3	2	2	1	1	1	
384	183	547	1	6	3	1	2	1	2	2	1	1	1	
980	152	578	0	5	3	1	3	3	2	1	3	3	1	
182	436	294	0	5	3	1	1	1	2	3	1	4	1	
125	434	296	1	1	3	1	1	1	2	3	2	1	0	
0	146	584	2	2	3	3	1	2	2	3	1	3	1	
1	340	390	0	5	3	3	2	2	2	1	3	3	1	
33	424	306	0	1	3	1	1	1	2	1	3	3	0	
114	134	596	0	5	3	1	1	3	2	1	2	1	1	
75	416	314	0	1	3	1	2	1	2	1	3	3	1	
200	154	576	0	5	3	1	1	3	2	1	2	3	1	
248	215	515	0	4	3	3	2	3	2	1	2	3	1	
68	413	317	0	1	3	2	3	2	2	3	3	3	0	
215	284	446	0	2	3	2	1	3	2	2	1	1	1	
83	406	324	0	2	3	1	1	2	2	1	3	3	0	
44	250	480	0	3	3	3	2	1	2	2	2	3	1	
384	403	327	0	1	3	1	1	2	2	3	1	3	0	
93	141	589	0	4	3	3	3	3	2	3	3	3	1	
58	346	384	0	1	3	1	2	1	2	1	2	1	1	
18	396	334	0	1	3	1	3	1	2	3	2	3	0	
102	196	534	0	4	3	1	2	3	2	3	2	3	1	
24	382	348	2	1	3	2	1	1	2	1	2	1	0	
156	317	413	0	3	3	2	1	1	2	1	1	3	1	
82	380	350	0	1	3	2	1	2	2	1	3	1	0	
298	379	351	0	1	3	3	2	1	2	1	2	1	0	
33	377	353	0	2	3	1	1	2	2	1	2	3	0	
76	289	441	0	2	3	1	1	2	2	2	1	3	1	
47	374	356	0	1	3	1	1	2	2	1	2	3	0	
37	373	357	1	1	3	2	1	1	2	1	1	3	0	
43	373	357	0	1	3	2	1	1	2	1	2	1	0	
632	193	537	0	4	3	3	1	3	2	3	3	3	1	
35	371	359	0	1	3	1	3	1	2	1	2	3	0	
498	371	359	0	2	3	1	2	3	2	2	2	3	0	
48	371	359	0	2	3	1	1	2	2	2	2	1	0	
88	367	363	0	1	3	2	1	1	2	2	2	3	0	
407	129	601	0	4	3	1	3	3	2	1	1	3	1	
0	124	606	2	3	3	3	1	2	2	1	2	3	1	
663	346	384	0	1	3	1	1	3	2	3	1	2	0	
46	346	384	0	1	3	1	1	1	2	3	3	1	0	
152	174	556	0	4	3	1	3	3	2	1	2	3	1	
303	173	557	0	3	3	2	3	3	2	1	2	3	1	
89	344	386	0	1	3	1	1	1	2	1	2	3	0	
493	172	558	0	4	3	1	1	3	2	1	3	3	1	
126	342	388	0	2	3	1	3	2	2	1	2	1	1	
23	342	388	0	1	3	1	1	1	2	1	2	4	0	
928	194	536	0	2	3	1	2	1	2	1	1	1	1	
74	272	458	0	3	3	3	1	3	2	1	1	3	1	
266	163	567	0	4	3	3	1	3	2	1	3	3	1	
346	180	550	0	1	3	2	1	1	2	1	1	1	1	
50	329	401	0	1	3	1	1	1	2	2	1	1	0	
83	324	406	0	4	3	2	1	3	2	1	2	3	1	
438	296	434	0	3	3	3	1	3	2	1	3	3	1	
80	326	404	0	2	3	1	1	1	2	1	1	3	0	
0	221	509	0	3	3	3	1	1	2	1	2	3	1	
104	232	498	0	4	3	1	1	3	2	1	1	1	1	
233	322	408	0	1	3	1	1	1	2	1	1	1	0	
179	321	409	0	2	3	1	1	1	2	1	3	1	0	
35	321	409	0	2	3	1	1	2	2	1	1	1	1	
115	321	409	0	2	3	3	1	2	2	1	3	1	0	
65	318	412	0	4	3	3	1	1	2	1	1	3	0	
54	303	427	0	4	3	2	1	3	2	1	1	3	1	
463	165	565	0	3	3	1	2	3	2	3	2	1	1	
196	286	444	0	3	3	2	1	3	2	1	1	3	1	
269	307	423	0	2	3	1	1	3	2	1	1	3	0	
22	300	430	0	4	3	2	1	3	2	1	1	3	1	
233	207	523	0	4	3	3	1	3	2	1	1	3	1	
459	143	587	0	3	3	3	2	3	2	3	1	3	1	
90	182	548	0	4	3	3	1	3	2	3	2	3	1	
35	270	460	0	1	3	1	2	1	2	2	3	3	0	
74	253	477	0	4	3	1	2	2	2	2	3	3	0	
12	253	477	0	1	3	1	1	1	2	1	3	3	0	
238	253	477	0	1	3	1	1	1	2	3	1	1	0	
110	253	477	0	1	3	2	1	1	2	1	3	1	0	
4	241	489	0	2	3	1	1	2	2	1	3	3	0	
145	238	492	0	2	3	2	1	1	2	1	1	1	0	
144	234	496	0	2	3	1	1	2	2	2	2	1	0	
447	233	497	0	1	3	1	1	1	2	1	1	3	1	
56	230	500	0	3	3	2	3	2	2	2	2	1	0	
101	226	504	0	1	3	1	1	2	2	2	1	3	0	
90	223	507	0	1	3	2	1	1	2	2	1	3	0	
326	213	517	0	2	3	1	1	1	2	1	1	3	0	
45	213	517	0	1	3	1	1	1	2	2	3	3	0	
169	211	519	0	3	3	2	3	1	2	3	1	3	1	
28	211	519	0	1	3	2	1	1	2	2	1	1	0	
78	210	520	0	1	3	1	1	1	2	2	1	1	0	
31	209	521	0	1	3	1	1	1	2	1	1	1	0	
197	182	548	0	4	3	2	1	3	2	2	1	3	1	
138	204	526	0	4	3	1	1	2	2	2	1	3	0	
170	204	526	0	1	3	1	1	2	2	2	1	1	0	
89	203	527	0	1	3	1	1	1	2	1	1	3	0	
283	852	243	0	1	1	2	2	1	1	3	2	1	1	
59	966	129	0	1	1	1	2	1	1	3	2	1	0	
383	794	301	1	1	1	2	3	1	1	3	2	1	1	
171	804	291	0	4	1	2	1	1	1	3	2	3	1	
385	573	157	0	7	1	3	2	2	1	3	2	1	1	
1110	565	165	0	7	1	2	1	3	1	3	2	3	1	
562	934	161	0	1	1	1	1	2	1	3	2	1	0	
226	385	345	0	7	3	1	2	3	1	3	2	2	1	
2	744	351	3	3	1	3	2	1	1	3	2	1	1	
720	609	121	0	6	1	3	2	3	1	3	2	3	1	
231	905	190	0	1	1	2	2	1	1	3	2	1	0	
95	662	68	4	6	1	3	2	3	1	3	2	1	1	
119	898	197	0	1	1	2	1	1	1	3	2	3	0	
267	898	197	0	1	1	2	1	1	1	3	2	3	0	
906	229	136	0	7	1	3	2	3	1	3	2	3	1	
64	888	207	0	1	1	2	3	1	1	3	2	1	0	
111	676	54	0	3	1	3	1	2	1	3	1	1	1	
59	879	216	0	1	1	1	3	1	1	3	2	3	0	
113	824	271	0	1	1	1	2	1	1	3	2	1	0	
49	805	290	3	2	1	3	1	1	1	3	3	1	0	
741	252	113	0	7	1	3	1	3	1	3	2	3	1	
430	771	324	0	2	1	1	1	1	1	3	2	1	0	
149	749	346	0	2	1	2	3	1	1	3	1	3	1	
4	366	364	2	1	3	3	1	1	1	3	3	1	1	
127	707	23	0	1	3	1	1	1	1	3	2	1	0	
32	236	494	1	7	3	2	3	3	1	3	2	3	1	
252	662	68	0	1	3	3	2	1	1	2	2	1	1	
47	690	40	0	1	3	1	1	1	1	3	2	3	1	
78	449	281	0	2	3	1	1	1	1	3	3	1	1	
591	181	549	0	7	3	1	1	3	1	3	2	3	1	
187	431	299	0	1	3	1	2	1	1	3	3	2	1	
228	690	40	0	1	3	2	3	1	1	3	3	1	0	
0	175	555	0	7	3	3	1	3	1	3	2	3	1	
244	686	44	4	1	1	3	2	1	1	3	3	1	1	
46	685	45	0	1	3	1	2	1	1	3	1	1	0	
59	178	552	0	1	3	2	3	1	1	3	3	1	1	
175	680	50	0	1	3	1	2	1	1	3	2	3	0	
276	680	50	0	2	3	1	1	1	1	3	3	1	0	
198	679	51	0	1	3	1	1	2	1	3	3	1	1	
647	166	564	0	7	3	2	2	3	1	3	2	3	1	
80	238	492	0	7	3	3	2	3	1	3	3	3	1	
84	669	61	0	1	1	1	3	1	1	3	3	3	0	
141	668	62	0	1	1	1	3	1	1	3	1	1	0	
9	366	364	2	1	3	2	1	1	1	2	2	1	1	
73	657	73	0	1	3	1	3	1	1	3	3	3	0	
57	657	73	0	1	3	1	3	1	1	3	3	3	0	
0	181	367	2	5	2	3	3	2	1	3	2	3	1	
1	208	340	1	7	2	3	3	3	1	3	2	1	1	
10	251	297	1	7	2	3	3	3	1	3	2	3	1	
327	165	565	0	7	3	1	2	3	1	3	3	3	1	
108	627	103	0	4	1	1	3	2	1	3	2	1	0	
58	258	472	2	6	3	2	2	1	1	3	2	3	1	
310	552	544	0	2	2	3	2	2	1	3	2	3	1	
35	616	114	1	1	3	1	1	1	1	3	1	1	0	
334	605	125	0	1	3	1	2	1	1	3	1	3	0	
246	203	345	0	7	2	3	2	3	1	3	2	3	1	
58	307	423	0	4	3	3	1	3	1	2	3	1	1	
151	595	501	0	1	2	1	2	2	1	3	2	3	0	
69	592	138	0	1	3	2	1	1	1	3	2	1	0	
97	585	145	0	1	3	1	2	1	1	3	1	3	0	
46	582	148	1	1	3	2	3	1	1	3	2	1	0	
578	293	437	0	4	3	3	2	1	1	3	1	1	1	
40	563	167	0	1	3	2	1	1	1	1	2	1	0	
91	548	182	0	1	3	1	1	1	1	1	2	3	1	
31	558	172	0	1	3	1	2	1	1	1	2	3	0	
109	558	172	0	1	3	1	1	1	1	1	2	1	0	
37	556	174	0	1	3	1	2	1	1	3	2	3	0	
102	555	175	0	1	3	1	2	1	1	3	2	3	0	
100	550	180	0	1	3	1	2	1	1	1	2	3	0	
14	550	180	0	1	3	3	1	1	1	2	2	1	0	
152	549	181	0	2	3	2	2	1	1	1	2	1	0	
183	546	184	0	1	3	2	2	2	1	1	2	3	0	
76	541	189	0	1	3	2	1	1	1	3	2	3	0	
153	541	189	0	4	3	3	2	2	1	3	2	1	0	
67	540	190	0	1	3	2	2	1	1	3	2	1	0	
1	222	508	0	4	3	3	1	2	1	3	3	3	1	
180	532	198	0	1	3	2	2	1	1	3	3	3	0	
21	532	198	0	1	3	1	2	1	1	3	2	3	0	
14	527	203	0	1	3	3	3	2	1	3	2	3	0	
56	374	356	2	2	3	3	1	3	1	3	1	3	1	
84	512	218	0	1	3	1	2	1	1	3	2	1	0	
14	512	218	0	1	3	2	3	1	1	3	2	3	0	
1048	188	542	1	5	3	3	3	3	1	3	2	3	1	
91	512	218	0	1	3	1	3	1	1	3	2	1	0	
29	496	234	0	1	3	1	2	1	1	1	1	1	0	
98	197	533	0	7	3	3	3	1	1	3	2	3	1	
8	476	254	0	1	3	1	3	1	1	3	2	3	1	
13	463	267	0	1	3	1	3	1	1	3	2	3	0	
272	452	278	0	1	3	1	3	1	1	3	1	1	0	
161	437	293	0	5	3	1	3	1	1	3	2	3	0	
77	394	336	0	2	3	2	1	1	1	1	2	3	0	
