PROM_ACT	D_EDAD	D_FINCON	PORC_DES	HIST_P	D_DURAC	TPROM4_2	MMODELO	TDEUDA	REGION_3	ADQUISI1	REST_AG1	RTIP_CTA	RESTADO	
72	815	280	0	1	1	1	2	1	2	3	2	3	0	
957	587	143	0	5	1	1	1	3	2	3	2	3	1	
2981	152	213	1	7	1	1	2	1	2	3	2	1	1	
88	395	335	0	7	1	3	2	3	2	3	2	1	1	
209	790	305	0	1	1	2	2	1	2	3	2	1	0	
135	788	307	0	2	1	1	3	1	2	3	2	4	0	
113	409	321	0	6	1	1	1	1	2	3	2	3	1	
8	328	402	0	7	3	3	1	3	2	3	2	1	1	
46	634	96	8	6	1	1	2	3	2	3	2	3	1	
65	913	547	0	1	3	1	1	1	2	2	2	3	0	
168	772	323	3	1	1	3	2	2	2	3	2	3	1	
149	771	324	0	4	1	1	2	3	2	3	2	3	1	
104	771	324	0	4	1	1	3	2	2	3	2	3	1	
109	770	325	0	2	1	2	3	1	2	3	2	3	0	
34	762	698	0	2	3	1	2	2	2	3	2	4	0	
44	760	335	1	2	1	1	1	1	2	3	2	3	0	
688	756	704	0	1	3	1	1	1	2	3	2	4	0	
76	752	343	0	1	1	1	1	1	2	3	2	1	0	
30	717	13	1	3	3	3	2	2	2	3	2	1	1	
136	212	518	0	7	3	3	2	3	2	3	2	1	1	
70	737	723	0	2	3	1	2	2	2	2	2	3	0	
43	564	166	1	3	3	3	2	2	2	3	2	3	1	
170	735	725	0	1	3	1	2	1	2	2	2	3	0	
267	476	254	0	4	3	1	3	1	2	3	2	3	1	
42	726	4	1	1	3	3	2	1	2	3	2	1	1	
57	729	1	0	1	3	1	1	1	2	1	2	3	0	
52	728	2	0	2	3	3	1	2	2	2	2	3	0	
150	634	96	0	1	3	3	1	1	2	2	2	3	1	
185	629	101	0	1	3	2	2	1	2	3	2	1	1	
11	724	6	2	4	3	3	2	3	2	3	3	3	0	
105	454	276	0	1	3	2	2	1	2	3	2	1	1	
63	721	9	0	1	3	1	2	1	2	2	2	3	0	
25	721	9	0	1	3	1	2	1	2	3	2	3	0	
172	361	369	0	7	3	3	2	3	2	2	2	1	1	
1	717	13	0	3	3	3	1	1	2	3	2	1	1	
535	189	541	0	7	3	1	2	3	2	3	3	3	1	
43	463	267	1	7	3	3	3	2	2	3	2	3	1	
402	715	15	0	2	3	1	2	2	2	3	2	3	0	
204	462	268	0	5	3	3	1	3	2	2	2	3	1	
275	714	16	0	2	3	2	1	1	2	3	2	4	0	
44	713	17	0	4	3	3	2	2	2	2	2	1	1	
550	713	17	0	2	3	1	2	1	2	2	2	1	1	
92	557	173	0	1	3	1	2	1	2	3	1	1	1	
337	186	544	0	7	3	1	3	3	2	2	2	3	1	
88	710	20	1	1	3	2	2	1	2	3	2	3	0	
55	710	20	0	1	3	3	2	1	2	2	2	3	1	
104	709	21	1	1	3	3	1	1	2	3	2	1	1	
200	431	299	0	1	3	1	2	1	2	2	2	1	1	
32	709	21	0	1	3	1	2	1	2	2	2	3	0	
73	709	21	0	1	3	2	2	1	2	3	2	3	0	
62	708	22	0	1	3	1	2	1	2	2	2	4	0	
292	180	550	0	7	3	2	3	3	2	3	2	3	1	
291	180	550	0	7	3	1	2	3	2	3	1	3	1	
88	704	26	0	1	3	2	2	1	2	2	2	1	0	
545	703	27	0	1	3	1	1	2	2	3	1	1	0	
42	703	27	0	4	3	1	2	1	2	2	1	3	0	
98	702	28	0	1	3	3	1	1	2	3	1	1	1	
1843	174	556	0	7	3	3	2	3	2	3	2	3	1	
32	700	30	1	3	3	1	2	1	2	2	2	3	0	
1	697	33	1	1	3	3	1	1	2	3	3	1	0	
104	695	35	0	1	3	1	3	1	2	3	2	1	0	
26	695	35	1	3	3	2	3	2	2	3	2	1	0	
65	690	40	0	1	3	1	2	1	2	3	1	3	0	
325	689	41	0	1	3	2	2	1	2	3	2	3	0	
107	688	42	0	1	3	2	1	1	2	3	2	4	0	
108	687	43	1	1	3	3	2	1	2	2	2	3	0	
39	686	44	1	2	3	1	3	1	2	3	2	3	0	
63	686	44	0	1	3	2	2	1	2	2	2	3	0	
325	399	331	0	6	3	2	2	3	2	3	1	3	1	
119	416	314	0	4	3	3	3	1	2	3	1	3	1	
0	547	183	1	1	3	3	1	1	2	3	2	1	1	
490	682	48	0	1	3	2	2	3	2	2	2	3	0	
185	682	48	0	1	3	1	2	1	2	2	2	1	0	
236	682	48	0	1	3	1	2	1	2	2	1	3	0	
391	682	48	0	1	3	2	1	1	2	3	1	1	0	
523	204	526	0	7	3	3	3	3	2	3	2	3	1	
47	682	48	1	3	3	3	3	1	2	2	2	3	0	
40	681	49	0	1	3	1	2	1	2	2	1	1	0	
253	680	50	0	1	3	1	2	3	2	3	1	1	1	
72	679	51	1	1	3	3	2	1	2	3	1	3	0	
61	284	446	0	7	3	3	2	3	2	3	2	1	1	
2	676	54	0	2	3	3	1	1	2	3	2	3	0	
11	676	54	1	1	3	2	2	1	2	2	2	3	0	
77	676	54	0	1	3	1	1	1	2	2	2	1	0	
39	442	288	1	1	3	2	2	1	2	3	2	3	1	
77	676	54	0	2	3	2	2	1	2	2	2	1	0	
97	676	54	0	1	3	1	2	1	2	2	2	1	0	
164	124	606	0	1	3	2	2	1	2	2	1	3	1	
34	676	54	0	1	3	1	2	1	2	2	2	1	0	
9	675	55	0	1	1	1	2	1	2	2	3	3	0	
0	148	400	2	7	2	3	1	3	2	3	2	3	1	
116	627	103	0	2	3	1	1	1	2	2	1	1	1	
483	398	332	0	6	1	2	2	3	2	3	1	1	1	
32	602	128	0	3	3	3	3	3	2	3	3	3	1	
49	673	57	0	1	1	2	2	3	2	2	2	1	0	
1	371	359	1	1	1	3	1	1	2	3	2	1	1	
238	336	212	0	7	2	3	2	3	2	2	2	1	1	
30	669	61	0	1	1	1	1	1	2	3	1	3	0	
39	668	62	0	1	3	3	3	1	2	3	2	1	0	
204	366	364	0	4	1	1	2	2	2	2	1	1	1	
1236	147	583	1	7	3	1	2	3	2	2	1	3	1	
207	665	65	0	1	3	3	2	2	2	2	1	3	0	
122	665	65	4	1	3	3	2	1	2	3	1	1	0	
175	665	65	0	1	3	2	2	1	2	2	3	1	0	
59	664	66	0	1	3	1	2	1	2	2	2	3	0	
2	659	71	0	1	3	3	1	1	2	3	2	1	0	
762	504	226	0	7	3	1	2	3	2	2	1	3	1	
18	474	256	0	6	3	3	3	1	2	3	2	1	1	
98	657	73	0	1	3	2	2	1	2	2	2	1	0	
19	654	76	0	1	3	3	3	1	2	3	2	3	0	
15	384	346	0	6	3	3	3	2	2	3	2	3	1	
265	176	372	0	7	2	2	3	3	2	3	2	3	1	
60	653	77	0	1	3	1	1	1	2	2	2	3	0	
255	200	165	0	7	1	1	1	3	2	3	2	3	1	
45	650	80	0	1	3	2	2	2	2	3	3	3	0	
137	349	381	0	5	3	2	2	2	2	3	1	3	1	
106	647	83	0	1	3	1	2	1	2	2	3	1	0	
1252	127	603	0	7	3	1	2	3	2	2	2	3	1	
3	168	380	4	7	2	3	1	3	2	3	2	3	1	
14	126	422	1	4	2	1	3	1	2	3	2	3	1	
9	645	85	3	1	3	1	1	1	2	2	1	3	0	
33	638	458	0	1	2	1	2	1	2	3	1	3	0	
417	392	156	0	6	2	1	1	3	2	2	3	1	1	
294	159	571	0	7	3	3	3	3	2	3	2	3	1	
0	242	488	2	7	3	3	1	3	2	3	2	3	1	
55	633	97	0	1	3	1	2	1	2	2	3	3	0	
156	155	575	0	7	3	1	1	3	2	3	3	1	1	
514	632	98	1	7	3	1	3	2	2	3	1	3	0	
64	393	337	2	7	3	3	1	3	2	2	3	1	1	
242	188	542	0	7	3	3	2	3	2	3	3	3	1	
123	627	103	0	4	3	1	1	2	2	3	3	3	0	
419	149	581	0	7	3	2	1	3	2	2	3	3	1	
96	626	104	0	1	3	1	3	1	2	3	1	1	0	
1	200	530	0	7	3	3	1	2	2	3	2	3	1	
77	622	108	0	2	3	2	1	2	2	3	3	3	0	
4	380	350	0	1	3	3	3	1	2	3	2	3	1	
3	437	293	0	7	3	3	3	2	2	3	2	3	1	
44	620	110	1	3	3	3	2	2	2	2	2	1	1	
19	618	112	0	5	3	2	2	2	2	2	1	3	0	
399	539	191	0	4	3	3	2	3	2	2	2	3	1	
505	371	177	0	3	2	1	2	1	2	3	2	1	1	
116	284	446	0	4	3	3	3	1	2	3	2	3	1	
414	284	446	0	4	3	3	3	1	2	3	2	3	1	
15	284	446	0	4	3	3	3	1	2	3	2	3	1	
50	353	377	1	1	3	3	1	1	2	3	1	1	1	
82	573	157	0	1	3	2	3	1	2	3	2	1	1	
14	612	118	0	5	3	3	3	1	2	3	2	3	0	
0	612	118	0	3	3	3	3	2	2	3	2	3	0	
55	612	118	0	1	3	1	2	1	2	2	2	3	0	
4	612	484	8	1	2	3	3	1	2	3	2	1	0	
125	611	119	0	2	3	1	3	2	2	2	2	1	0	
2	610	120	0	1	3	1	3	2	2	3	2	3	0	
96	609	121	0	2	3	1	3	2	2	3	2	3	0	
9	609	121	0	7	3	3	3	2	2	3	2	3	0	
91	162	568	0	7	3	3	1	3	2	3	1	3	1	
93	605	125	0	3	3	1	1	2	2	3	3	3	0	
199	451	279	0	4	3	2	2	3	2	2	2	1	1	
102	546	184	0	3	3	2	1	1	2	2	2	4	1	
17	299	431	1	7	3	3	1	2	2	3	2	3	1	
31	603	493	1	1	2	1	2	1	2	2	2	1	0	
0	602	128	0	1	3	3	1	1	2	3	3	3	0	
58	601	129	0	1	3	1	2	1	2	3	3	3	0	
125	520	210	0	5	3	3	2	3	2	2	3	1	1	
26	597	133	0	1	3	2	2	1	2	3	1	1	0	
92	595	135	0	3	3	1	3	1	2	3	3	3	0	
192	592	138	0	1	3	1	2	1	2	2	2	1	0	
65	591	139	0	1	3	1	1	1	2	3	2	3	0	
164	591	139	0	3	3	1	2	1	2	2	2	4	0	
101	590	140	0	1	3	1	2	1	2	3	2	1	0	
10	590	140	0	1	3	2	2	1	2	2	3	1	0	
67	590	140	0	1	3	2	3	2	2	3	2	3	0	
74	589	141	0	1	3	1	2	1	2	3	2	3	0	
396	233	497	0	7	3	1	3	1	2	3	2	2	1	
21	588	142	0	2	3	2	1	1	2	3	2	1	0	
157	588	142	0	1	3	2	1	1	2	3	2	1	0	
17	588	142	0	3	3	2	2	1	2	2	2	4	0	
28	585	145	0	1	3	1	2	1	2	3	1	4	0	
0	534	196	1	5	3	3	1	2	2	3	2	3	1	
30	584	146	0	1	3	1	1	1	2	3	2	3	0	
23	584	146	0	3	3	2	1	1	2	2	2	4	0	
54	584	146	0	1	3	1	3	1	2	3	2	3	0	
87	583	513	0	1	2	2	3	1	2	3	2	3	0	
12	583	147	0	1	3	2	3	1	2	3	2	3	0	
0	129	601	0	3	3	3	2	1	2	2	2	4	1	
200	581	149	0	2	3	3	1	3	2	3	2	3	0	
17	578	152	1	1	3	1	1	1	2	2	2	1	0	
32	575	155	0	1	3	1	1	1	2	2	3	3	0	
43	364	366	0	4	3	1	3	1	2	3	2	4	1	
126	571	159	0	1	3	1	1	1	2	3	2	3	0	
13	571	159	1	1	3	2	1	1	2	3	1	3	0	
59	571	159	0	1	3	1	1	1	2	3	2	3	0	
246	570	160	0	1	3	1	1	1	2	3	2	1	0	
33	570	160	0	1	3	1	1	1	2	3	2	3	0	
24	570	160	0	1	3	1	1	1	2	3	2	3	0	
120	568	162	0	2	3	3	1	2	2	3	2	3	0	
50	567	163	0	1	3	3	1	1	2	1	2	3	0	
20	564	166	1	1	3	1	1	1	2	2	2	3	0	
97	562	168	0	3	3	1	2	1	2	2	2	4	0	
57	561	169	0	1	3	3	1	1	2	3	2	1	0	
75	560	170	0	1	3	1	1	1	2	3	2	3	0	
103	559	171	0	1	3	2	1	2	2	3	2	3	0	
140	554	176	0	1	3	2	1	1	2	3	2	1	0	
265	554	176	0	1	3	1	1	1	2	3	2	3	0	
30	553	177	0	1	3	1	1	1	2	3	2	3	0	
75	553	177	0	3	3	2	2	1	2	2	2	4	0	
25	553	177	0	1	3	1	1	2	2	3	2	3	0	
675	273	457	0	6	3	3	1	3	2	3	2	3	1	
67	271	459	0	7	3	1	3	3	2	1	2	3	1	
75	546	184	0	1	3	1	1	1	2	3	2	1	0	
44	495	235	0	4	3	2	3	3	2	3	2	3	1	
71	543	187	0	1	3	1	1	1	2	3	3	1	0	
61	543	187	0	2	3	1	2	1	2	3	1	3	0	
24	542	188	0	1	3	3	1	1	2	1	2	1	0	
50	542	188	0	1	3	1	1	1	2	3	2	1	0	
29	542	188	0	1	3	1	2	1	2	3	1	1	0	
57	234	496	0	7	3	1	1	2	2	3	2	3	1	
73	539	191	0	1	3	1	1	1	2	3	2	3	0	
37	538	192	0	1	3	2	2	1	2	1	3	3	0	
45	538	192	0	3	3	1	2	2	2	3	2	3	0	
7	202	528	10	7	3	3	1	3	2	3	1	3	1	
55	537	193	0	1	3	1	2	1	2	3	1	3	0	
11	535	195	0	1	3	2	1	1	2	3	2	3	0	
30	535	195	0	1	3	1	1	1	2	3	2	3	0	
386	197	533	0	7	3	2	2	3	2	3	2	3	1	
86	533	197	0	1	3	1	2	1	2	1	1	1	0	
82	533	197	0	1	3	1	1	1	2	3	2	3	0	
14	531	199	0	1	3	1	3	1	2	3	2	3	0	
17	430	300	0	2	3	1	2	2	2	3	3	3	1	
211	216	514	0	7	3	3	2	3	2	3	3	3	1	
42	530	200	0	1	3	2	3	1	2	3	2	3	0	
79	530	200	0	1	3	1	3	1	2	3	2	3	0	
3	529	201	0	1	3	1	1	1	2	3	3	3	0	
0	479	251	0	5	3	3	1	2	2	3	2	3	1	
231	529	201	0	1	3	2	2	1	2	3	1	1	0	
42	529	201	0	1	3	1	1	1	2	2	3	3	0	
81	528	202	0	1	3	2	3	1	2	3	2	3	0	
3	528	202	0	2	3	3	3	3	2	3	2	4	0	
28	528	202	0	2	3	1	3	3	2	3	2	4	0	
68	527	203	0	1	3	1	1	1	2	3	2	3	0	
66	527	203	0	1	3	1	1	1	2	3	2	3	0	
100	527	203	0	1	3	1	2	1	2	3	3	1	0	
235	527	203	0	1	3	1	1	1	2	3	2	1	1	
212	212	518	0	6	3	3	3	3	2	3	2	1	1	
161	221	509	0	7	3	1	2	3	2	3	3	3	1	
69	526	204	0	1	3	1	3	1	2	3	2	3	0	
44	525	205	0	1	3	1	2	1	2	1	3	3	0	
102	524	206	0	2	3	1	1	1	2	3	2	3	0	
120	253	477	0	4	3	2	2	1	2	3	1	3	1	
167	219	511	0	7	3	3	2	3	2	1	3	3	1	
9	524	206	0	1	3	2	1	1	2	3	1	1	0	
215	524	206	0	3	3	1	1	2	2	1	3	3	0	
94	524	206	0	1	3	1	1	1	2	3	2	1	0	
18	524	206	0	1	3	1	1	1	2	3	2	3	0	
44	524	206	0	1	3	1	2	1	2	1	3	3	0	
149	219	511	0	7	3	3	1	3	2	3	2	3	1	
13	254	476	0	1	3	3	3	1	2	3	2	1	1	
7	521	209	0	3	3	1	3	2	2	3	2	3	0	
48	521	209	0	1	3	1	3	1	2	3	2	1	0	
44	521	209	0	1	3	1	1	1	2	3	2	3	0	
32	520	210	0	5	3	1	2	2	2	3	2	3	0	
19	519	211	0	1	3	1	2	1	2	3	1	3	0	
117	519	211	0	1	3	1	2	2	2	3	2	1	0	
115	518	212	0	2	3	1	3	2	2	1	1	3	1	
220	518	212	0	1	3	2	1	1	2	1	1	3	1	
32	518	212	0	1	3	1	3	1	2	3	2	3	0	
1632	201	529	0	7	3	3	2	3	2	3	2	3	1	
475	200	530	0	7	3	3	1	3	2	1	1	3	1	
0	254	476	0	6	3	3	1	3	2	3	2	3	1	
9	513	217	0	1	3	1	1	1	2	3	2	3	1	
97	363	367	7	2	3	3	1	1	2	3	1	4	1	
42	510	220	0	2	3	1	2	2	2	1	2	3	0	
132	208	522	0	1	3	1	3	1	2	3	2	1	1	
77	510	220	0	2	3	2	3	3	2	3	2	3	0	
232	508	222	0	2	3	2	3	3	2	1	2	1	1	
263	508	222	0	1	3	1	3	1	2	3	2	1	0	
138	508	222	0	1	3	1	2	1	2	1	2	3	0	
206	507	223	0	1	3	1	1	2	2	1	2	3	0	
219	507	223	0	2	3	1	3	2	2	1	2	3	0	
127	506	224	0	1	3	1	3	2	2	1	2	3	0	
1068	229	501	0	7	3	1	1	3	2	1	2	1	1	
302	200	530	0	7	3	1	3	3	2	3	2	3	1	
0	168	562	0	7	3	3	3	3	2	1	2	3	1	
0	168	562	0	7	3	3	3	3	2	1	2	3	1	
0	168	562	0	7	3	3	3	3	2	1	2	3	1	
0	168	562	0	7	3	3	3	3	2	1	2	3	1	
3	504	226	0	1	3	2	2	1	2	1	2	3	0	
0	350	380	1	6	3	3	1	3	2	3	1	2	1	
27	503	227	0	1	3	2	3	1	2	1	2	1	0	
290	195	535	0	6	3	1	2	3	2	1	2	3	1	
24	500	230	0	1	3	1	1	1	2	3	1	1	0	
203	498	232	0	1	3	1	3	1	2	1	2	1	0	
142	497	233	0	1	3	1	2	1	2	3	1	1	0	
104	492	56	0	1	2	1	1	1	2	2	2	3	0	
26	492	238	0	1	3	1	2	1	2	1	2	3	0	
80	492	238	0	1	3	2	1	1	2	3	2	3	0	
69	530	200	0	1	3	1	3	1	2	3	2	3	0	
64	529	201	0	2	3	2	2	1	2	3	2	1	0	
359	678	52	0	1	3	1	1	1	2	3	2	3	0	
55	508	222	0	1	3	3	3	1	2	3	2	1	0	
11	482	248	0	4	3	3	3	2	2	1	2	1	1	
83	498	232	0	1	3	1	3	1	2	1	2	3	0	
0	154	576	0	7	3	3	1	3	2	1	1	3	1	
0	154	576	0	7	3	3	1	3	2	1	1	3	1	
182	384	346	0	3	3	3	3	3	2	3	2	1	1	
19	490	240	0	1	3	1	1	1	2	1	2	1	0	
84	490	240	0	3	3	2	2	2	2	3	1	3	0	
31	490	240	0	1	3	2	2	1	2	3	1	3	0	
0	153	577	0	7	3	3	1	3	2	1	2	3	1	
0	153	577	0	7	3	3	1	3	2	1	2	3	1	
0	185	545	1	6	3	3	3	2	2	3	2	3	1	
190	217	513	0	4	3	1	1	2	2	1	2	3	1	
26	307	423	0	1	3	3	2	1	2	3	2	3	1	
53	484	246	0	1	3	1	2	1	2	3	2	1	0	
2046	164	566	0	7	3	3	1	3	2	3	2	3	1	
161	477	253	0	3	3	1	3	2	2	3	2	3	0	
0	161	569	2	6	3	3	1	3	2	3	2	3	1	
4	319	411	0	7	3	1	1	2	2	3	2	3	1	
355	164	566	0	6	3	1	2	3	2	1	3	3	1	
135	469	261	0	2	3	1	1	2	2	1	1	3	0	
170	466	264	0	1	3	1	2	1	2	1	2	1	0	
263	161	569	0	6	3	3	3	3	2	1	2	3	1	
430	251	479	0	6	3	1	1	3	2	1	2	3	1	
148	218	512	0	6	3	1	2	3	2	1	2	3	1	
4	462	268	0	1	3	3	1	1	2	1	1	3	0	
60	458	272	0	1	3	1	2	1	2	1	2	1	0	
524	150	398	0	7	2	3	3	3	2	3	2	3	1	
16	146	584	1	6	3	1	1	3	2	3	3	1	1	
45	255	293	0	2	2	3	2	1	2	2	2	3	1	
100	330	400	0	3	3	2	3	2	2	3	2	3	1	
718	137	593	0	7	3	1	3	1	2	3	3	2	1	
394	891	569	0	1	3	1	1	1	2	3	2	3	0	
45	436	294	0	1	3	1	2	1	2	1	1	1	0	
1011	130	418	0	6	2	1	2	3	2	3	2	3	1	
1798	129	601	0	6	3	3	2	3	2	2	1	3	1	
448	189	541	0	5	3	1	2	1	2	2	3	3	1	
137	433	297	0	2	3	1	1	1	2	1	2	3	0	
308	432	298	0	6	3	3	2	3	2	1	2	1	1	
398	326	404	0	6	3	3	1	3	2	1	2	3	1	
37	408	322	0	6	3	3	2	3	2	1	2	1	1	
2007	156	574	0	6	3	1	2	3	2	1	2	3	1	
260	431	299	0	1	3	1	3	2	2	2	2	3	0	
224	154	576	0	6	3	1	2	1	2	1	2	1	1	
226	429	301	0	1	1	2	1	1	2	3	3	1	0	
902	153	577	0	6	3	3	1	3	2	1	1	3	1	
487	424	306	0	1	3	3	2	1	2	1	2	3	1	
1527	700	30	0	6	3	1	2	1	2	3	3	3	1	
875	144	586	0	6	3	1	2	3	2	3	3	3	1	
38	415	315	0	4	3	2	1	2	2	3	2	3	0	
13	414	316	1	1	3	1	2	1	2	3	2	1	0	
123	414	316	0	1	3	1	2	1	2	1	2	4	0	
494	291	439	0	6	3	3	1	3	2	1	2	3	1	
462	408	322	0	2	3	1	2	1	2	1	2	3	0	
0	542	188	0	1	3	3	1	1	2	3	2	1	1	
0	186	362	0	4	2	3	1	1	2	3	1	3	1	
825	273	275	0	5	2	3	1	2	2	3	1	3	1	
318	420	310	0	4	3	3	1	3	2	2	3	1	1	
34	351	379	0	1	3	3	1	1	2	1	3	3	0	
10	350	380	0	5	3	1	1	2	2	1	2	3	0	
21	252	478	0	2	3	1	1	1	2	1	1	3	1	
10	347	383	0	1	3	2	1	1	2	1	2	3	0	
317	190	540	0	5	3	1	1	3	2	1	2	3	1	
78	277	453	0	1	3	1	2	1	2	3	2	3	0	
78	994	466	0	2	3	2	3	3	2	3	2	3	0	
77	249	481	0	1	3	1	2	1	2	3	2	3	0	
177	249	481	0	4	3	1	3	3	2	3	2	3	1	
59	247	483	0	2	3	1	3	2	2	3	1	3	0	
0	178	552	0	3	3	3	2	1	2	2	2	1	1	
604	389	341	0	2	3	2	1	3	2	1	1	4	0	
3	385	345	0	1	3	3	1	1	2	3	3	4	0	
26	176	554	1	1	3	2	1	1	2	1	1	1	1	
18	380	350	0	4	3	2	1	2	2	3	3	3	0	
16	380	350	0	4	3	3	3	1	2	3	2	4	1	
67	656	74	0	3	3	1	1	1	2	3	2	1	0	
963	128	602	0	5	3	1	2	3	2	2	1	3	1	
82	372	358	0	2	3	1	1	2	2	1	2	3	0	
160	371	359	0	1	3	1	3	1	2	3	3	3	0	
10	370	360	2	1	3	3	1	1	2	1	2	3	1	
559	156	392	0	5	2	3	1	3	2	3	1	3	1	
0	156	574	2	5	3	3	2	3	2	2	1	3	1	
79	153	577	0	5	3	3	1	3	2	2	1	3	1	
272	342	388	0	5	3	1	1	2	2	1	3	3	0	
0	217	513	0	5	3	3	3	2	2	3	2	3	1	
156	332	398	0	3	3	2	1	1	2	1	2	1	0	
32	328	402	1	1	3	1	1	3	2	1	1	1	0	
83	321	409	0	1	3	1	3	2	2	1	2	3	0	
38	316	414	0	1	3	1	3	1	2	1	1	1	0	
26	312	418	0	2	3	1	3	2	2	1	2	4	0	
51	312	418	0	2	3	1	3	2	2	1	2	4	0	
29	171	559	1	4	3	2	3	2	2	1	1	1	1	
103	311	419	0	4	3	1	1	2	2	1	1	3	0	
54	310	420	0	1	3	1	1	1	2	3	1	1	0	
61	131	599	0	1	3	2	1	2	2	1	1	3	1	
266	304	426	0	1	3	1	2	1	2	3	1	4	0	
56	148	582	2	4	3	3	2	3	2	2	2	3	1	
97	143	587	0	4	3	2	1	3	2	2	2	3	1	
2	141	589	0	4	3	3	1	3	2	1	2	3	1	
132	294	436	0	1	3	1	1	2	2	1	2	1	0	
27	183	547	0	4	3	3	1	3	2	1	1	1	1	
71	245	485	0	2	3	1	2	1	2	3	2	3	0	
35	232	498	0	1	3	2	1	1	2	1	1	1	0	
16	153	577	0	4	3	2	1	1	2	1	1	3	1	
43	230	500	0	1	3	1	3	1	2	2	1	3	0	
73	228	502	0	1	3	1	1	1	2	2	3	3	0	
145	224	506	0	1	3	1	1	1	2	2	2	3	0	
93	224	506	0	1	3	1	1	2	2	1	2	3	0	
67	224	506	0	1	3	1	2	1	2	2	1	3	0	
27	220	510	0	3	3	2	2	1	2	1	3	1	1	
183	136	594	0	4	3	3	1	3	2	2	2	3	1	
409	203	527	0	6	3	1	2	3	2	3	1	2	0	
173	181	549	0	3	3	1	3	1	2	2	2	3	1	
221	198	532	0	1	3	1	1	1	2	2	1	4	0	
129	198	532	0	1	3	1	1	1	2	1	2	3	0	
73	190	540	0	1	3	1	2	1	2	3	1	1	0	
43	190	540	0	1	3	1	3	1	2	3	1	3	0	
447	183	547	0	1	3	2	1	1	2	1	1	1	0	
14	172	558	1	1	3	1	1	1	2	1	3	3	0	
25	171	559	0	1	3	1	1	1	2	1	3	3	0	
38	168	562	0	2	3	1	2	2	2	3	3	3	0	
161	165	565	0	1	3	1	1	1	2	2	3	3	1	
29	164	566	1	1	3	1	1	1	2	3	1	3	0	
6	155	575	0	1	3	2	1	1	2	1	1	3	0	
2	151	579	0	1	3	1	3	1	2	2	2	3	0	
136	151	579	0	1	3	1	1	2	2	2	2	3	0	
27	150	580	0	1	3	1	1	1	2	1	1	3	0	
31	149	581	0	1	3	1	3	1	2	2	1	3	0	
92	148	582	0	1	3	1	3	1	2	2	1	3	0	
89	585	145	0	1	3	1	2	1	2	3	2	4	0	
9	147	583	0	1	3	2	1	1	2	1	1	3	0	
129	143	587	0	1	3	1	3	2	2	2	1	3	0	
7	140	590	0	1	3	2	1	1	2	1	1	3	0	
247	139	591	0	2	3	2	1	3	2	3	2	3	1	
91	134	596	0	1	3	1	1	2	2	2	1	1	0	
292	133	597	1	2	3	1	3	3	2	2	2	1	1	
54	132	598	0	1	3	1	3	1	2	2	1	3	0	
104	130	600	0	1	3	1	1	2	2	2	2	3	0	
101	130	600	0	1	3	1	1	1	2	1	1	3	0	
42	128	602	0	1	3	1	1	1	2	3	3	3	0	
9	128	602	1	1	3	1	1	1	2	1	1	1	0	
124	126	604	0	1	3	1	3	1	2	3	1	3	0	
0	126	604	0	2	3	3	1	1	2	2	1	1	1	
46	721	9	0	3	3	1	2	1	2	3	3	3	0	
145	731	729	0	1	3	1	2	1	2	3	3	3	0	
68	581	149	0	1	3	1	2	1	2	3	3	3	0	
159	602	128	1	2	1	2	1	1	2	3	2	4	1	
263	837	258	0	1	1	1	1	2	2	3	2	1	0	
80	826	269	0	1	1	1	2	1	2	3	2	3	0	
29	821	274	0	1	1	1	2	1	2	3	2	3	0	
10	716	14	1	3	3	1	1	2	2	3	3	3	0	
95	702	28	0	1	3	1	1	1	2	3	2	3	0	
198	707	23	0	1	3	2	1	1	2	3	2	3	0	
171	160	570	0	7	3	1	2	1	2	2	2	3	1	
82	683	47	0	1	3	2	1	1	2	3	2	3	0	
165	206	524	0	7	3	1	1	3	2	3	3	3	1	
169	676	54	0	1	3	2	2	1	2	2	2	1	0	
0	249	116	1	1	1	3	2	1	2	3	2	3	1	
20	660	70	2	1	3	1	3	1	2	3	2	1	0	
17	432	116	1	6	2	3	3	2	2	3	2	3	1	
13	369	179	1	6	2	3	3	3	2	3	2	1	1	
9	389	341	2	1	3	3	3	1	2	3	2	1	1	
74	196	534	0	1	3	2	1	1	2	3	1	1	0	
70	192	538	0	1	3	2	1	1	2	1	1	3	0	
114	554	176	0	1	3	1	2	1	2	2	2	3	0	
97	276	454	0	1	3	2	3	1	2	3	2	3	1	
16	514	216	0	1	3	1	2	1	2	1	2	3	0	
0	167	381	0	7	2	3	1	3	2	3	2	3	1	
73	267	463	0	5	3	3	2	3	2	2	1	3	1	
113	497	233	0	1	3	1	2	1	2	2	1	3	0	
422	496	234	0	1	3	1	1	1	2	1	2	4	0	
292	493	237	0	1	3	1	2	1	2	3	2	1	0	
0	492	238	0	4	3	3	3	2	2	3	2	3	1	
267	161	569	0	6	3	2	3	2	2	3	2	1	1	
29	463	267	0	1	3	1	1	1	2	1	3	3	0	
29	458	272	0	3	3	3	1	3	2	3	3	4	0	
0	250	480	0	4	3	3	3	1	2	3	2	1	1	
200	685	45	0	2	3	2	1	3	2	2	2	1	0	
26	399	331	0	2	3	2	1	2	2	1	2	3	0	
8	385	345	0	3	3	3	1	3	2	3	3	4	0	
355	734	726	0	2	3	1	2	2	2	3	2	3	0	
