LIQACID	SOLVENC	PROPACT	PNOCOR	AUTOFIN	INMACT	REXP_INT	CONDICIO	RLIQACD	RSOLVEN	RPROACT	RPNOCOR	RAUTOFIN	RINMACT	RREX_INT
56.92207783	201.890892	50.46829553	20.98339898	0.983306574	79.11023006	29.03392752	2	56.92207783	201.890892	50.46829553	20.98339898	0.983306574	79.11023006	29.03392752
33.18326341	267.1572995	62.56886853	0	30.85403681	65.70091031	740.8663718	2	33.18326341	267.1572995	62.56886853	0	30.85403681	65.70091031	740.8663718
108.6218811	451.0678775	77.83038762	0	-12.84168863	56.66092304	-1532.343365	2	108.6218811	451.0678775	77.83038762	0	-12.84168863	56.66092304	-1532
88.38948893	299.2938116	66.58801615	0	-3.064174984	56.9156006	-161.5935391	2	88.38948893	299.2938116	66.58801615	0	-3.064174984	56.9156006	-161.5935391
89.1063169	152.5763749	34.45905367	36.76756359	4.947672305	73.09911106	86.81770199	2	89.1063169	152.5763749	34.45905367	36.76756359	4.947672305	73.09911106	86.81770199
81.25132859	350.9125164	71.50286886	0.433836358	-43.1510693	40.15567387	227.1568386	2	81.25132859	350.9125164	71.50286886	0.433836358	-40	40.15567387	227.1568386
43.89504645	200.4448446	50.21141639	27.82306658	-2.53580136	84.51761773	-1891.043604	2	43.89504645	200.4448446	50.21141639	27.82306658	-2.53580136	84.51761773	-1532
71.2376702	621.5343877	83.91078563	0.276356397	37.69274905	62.77403064	14386.92582	2	71.2376702	600	83.91078563	0.276356397	37.69274905	62.77403064	741
70.4958786	204.1518272	51.01684792	0.897308968	20.32189889	41.08180196	296.5842125	2	70.4958786	204.1518272	51.01684792	0.897308968	20.32189889	41.08180196	296.5842125
151.1390768	343.5622659	70.89319465	8.088294387	2.021077337	63.21786538	353.1266347	2	151.1390768	343.5622659	70.89319465	8.088294387	2.021077337	63.21786538	353.1266347
119.0420973	257.0972072	61.10420603	27.84792382	18.03418008	85.2809555	242.5311006	2	119.0420973	257.0972072	61.10420603	27.84792382	18.03418008	85.2809555	242.5311006
102.3426681	193.4011215	48.29399167	14.28767911	22.99049331	44.43243999	12.26854943	2	102.3426681	193.4011215	48.29399167	14.28767911	22.99049331	44.43243999	12.26854943
31.36236298	211.0928388	52.6274787	11.65762337	1.980137902	68.47656854	89.23318367	2	31.36236298	211.0928388	52.6274787	11.65762337	1.980137902	68.47656854	89.23318367
68.31270786	159.6527957	43.34468221	11.76947781	22.00352259	40.25959718	24.4646911	2	68.31270786	159.6527957	43.34468221	11.76947781	22.00352259	40.25959718	24.4646911
178.4401815	374.7420132	73.31497498	1.78288468	27.95751877	53.73483013	810.4787159	2	178.4401815	374.7420132	73.31497498	1.78288468	27.95751877	53.73483013	741
33.18562064	129.8723713	23.00132893	10.96049341	3.851340269	64.28087272	190.5745934	2	33.18562064	129.8723713	23.00132893	10.96049341	3.851340269	64.28087272	190.5745934
95.02568798	220.6377139	54.67683278	23.35726765	8.663132857	74.4754149	134.3117437	2	95.02568798	220.6377139	54.67683278	23.35726765	8.663132857	74.4754149	134.3117437
12.87664022	136.6321634	26.81079071	45.11551593	-60.92608072	87.92098244	-223.7945951	2	12.87664022	136.6321634	26.81079071	45.11551593	-40	87.92098244	-223.7945951
119.3523478	428.9542184	76.68748885	3.657328055	-41.93374851	40.83134551	232.9347076	2	119.3523478	428.9542184	76.68748885	3.657328055	-40	40.83134551	232.9347076
